,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,1.0,0.8183772842243433,0.732060845146077,0.7421067714626564,0.0,0.5933482450702814,0.3588807879052822,0.8012568914547686,0.40547232582946113,0.10231289934935006,0.5534174706713992,0.18423346502948668,0.3155293853850685,0.5337362569800206,0.0,0.0,0.1408308885519024,0.0,0.0,0.0,0.0,0.0,0.0,0.08557088140034808,0.08152480626952063,0.0,0.0,0.23208652467374002,0.0,0.0,0.0,0.36845279412605647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612085643175396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2599172906022489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.8183772842243433,1.0,0.7668160872280174,0.5879650227563609,0.019982127236586766,0.5630587373304983,0.24466088448179235,0.7295811226170751,0.49346190858248495,0.18157458364938117,0.7292429131158285,0.2289298121803347,0.47868715877415513,0.36835862134351793,0.0,0.0,0.31643758494759244,0.0954843804543648,0.0,0.0,0.0,0.0,0.0,0.0,0.006824399891659505,0.0,0.0,0.05920932651009225,0.0,0.0,0.0,0.34407756738368056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19705280484811916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19974513528009563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.732060845146077,0.7668160872280174,1.0,0.6626277116049193,0.0,0.7871724959190186,0.42316966351762364,0.5495733984331417,0.6709431082379596,0.37025200603872666,0.6686422296013135,0.0,0.3037109863355617,0.4521739713442431,0.0,0.0,0.3013192568385191,0.19147683933750692,0.0,0.0,0.0,0.0,0.0,0.152730828997092,0.2243074778196107,0.0,0.14810360534797473,0.13827352512153124,0.0,0.0,0.0,0.5758418159658389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13205035560233036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002041351987239315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.7421067714626564,0.5879650227563609,0.6626277116049193,1.0,0.0,0.6817505272940295,0.6009995934572476,0.5839431589379263,0.37046838191192066,0.11086402940859041,0.36299352780866156,0.0,0.0677918129348184,0.7779428792352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33483694564940325,0.29477714685831524,0.053575568736249024,0.13134514000600828,0.46348059268117414,0.13440818708687918,0.0,0.0,0.49831499921340483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42252500349066413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10739737014560502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.019982127236586766,0.0,0.0,1.0,0.0,0.0,0.016887726418490345,0.0,0.0,0.08294159352180186,0.4739004807844577,0.4794962335616635,0.0,0.0,0.14834254107926514,0.053780641512159555,0.0,0.0,0.0,0.0,0.47624421541357975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04305244193343061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02323676496545468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5933482450702814,0.5630587373304983,0.7871724959190186,0.6817505272940295,0.0,1.0,0.6082824182373419,0.3947199679745297,0.6559773770935727,0.4267804979433326,0.47442479079742716,0.0,0.09409668719608899,0.5333920661637125,0.0,0.0,0.1571030295236001,0.14198551964061068,0.0,0.0,0.0,0.0,0.0,0.3500006040719882,0.4370997880706047,0.17119884683677344,0.35102284133642303,0.24297695627482585,0.07232013430969697,0.0,0.0,0.7740338028724022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10428326209634231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12803567272651972,0.0,0.0,0.0,0.011970834028045219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.3588807879052822,0.24466088448179235,0.42316966351762364,0.6009995934572476,0.0,0.6082824182373419,1.0,0.18560040519418963,0.29135274104964315,0.15469716061457595,0.09337076258376009,0.0,0.0,0.6797284560632316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7236148410567613,0.6677671952060096,0.4487433231123128,0.4563229881267211,0.5340141320419254,0.46382909118439897,0.0,0.0,0.6351642071388397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16901892592496026,0.06339495559177966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09842186806870257,0.0,0.0,0.05489410415659102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.8012568914547686,0.7295811226170751,0.5495733984331417,0.5839431589379263,0.016887726418490345,0.3947199679745297,0.18560040519418963,1.0,0.23643742032825454,0.0,0.47555068608240736,0.36570514002153476,0.362695223172246,0.41313319494563916,0.0,0.0,0.07353645992842717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14550783149745872,0.0,0.0,0.0,0.16970995316453796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42053644473447915,0.0,0.027631796572779366,0.0,0.0,0.0,0.0,0.1638087924150412,0.4524370897668293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.40547232582946113,0.49346190858248495,0.6709431082379596,0.37046838191192066,0.0,0.6559773770935727,0.29135274104964315,0.23643742032825454,1.0,0.6881123251996457,0.6036887409747214,0.0,0.21354418010719223,0.19332176693538172,0.1605065630426863,0.0,0.4453313613180193,0.4857440014333717,0.03480572703549489,0.0,0.0,0.0,0.0,0.06681069180153332,0.23235972117414672,0.0,0.25482370238661023,0.0,0.0,0.0,0.0,0.61375870221493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1959412990354955,0.0,0.0,0.0,0.2583604495269296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.10231289934935006,0.18157458364938117,0.37025200603872666,0.11086402940859041,0.0,0.4267804979433326,0.15469716061457595,0.0,0.6881123251996457,1.0,0.3187234696577098,0.0,0.0,0.0,0.1742080277833269,0.0,0.31787594424601695,0.5765636128263076,0.29938305743209226,0.05054575095425118,0.0,0.0,0.0,0.0,0.2259768230518331,0.018165113439022273,0.3449754675980108,0.0,0.0,0.0,0.0,0.5194471328379262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347410524935016,0.0,0.0,0.0,0.5679170641508988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04678017843339621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
